carat,cut,color,clarity,depth,table,x,y,z,price_predicted
2.17,Premium,H,SI1,59.9,61.0,8.39,8.38,5.02,16081.451467464225
1.37,Ideal,H,VS1,63.8,56.0,7.01,6.98,4.46,10136.47567841531
0.3,Very Good,F,VVS1,61.0,57.0,4.33,4.36,2.65,430.9870024096558
1.06,Premium,D,SI2,61.6,61.0,6.59,6.53,4.04,4445.669628054895
0.32,Ideal,E,VVS1,60.9,57.0,4.42,4.45,2.7,751.4276125385927
0.32,Premium,G,VS2,61.0,59.0,4.42,4.46,2.71,451.37159807328
0.2,Premium,D,VS2,61.7,60.0,3.77,3.72,2.31,423.60890352028866
0.7,Ideal,H,VS2,61.1,57.0,5.71,5.74,3.5,3133.886093632259
0.53,Ideal,E,VS1,61.5,57.0,5.22,5.25,3.22,1956.9620974028312
0.71,Ideal,I,VVS1,62.4,55.0,5.69,5.76,3.57,4222.385400712066
1.16,Ideal,G,VVS1,61.9,55.0,6.75,6.78,4.19,9668.693625446966
1.01,Premium,E,SI1,59.2,60.0,6.56,6.51,3.87,4487.124803601119
0.4,Ideal,G,VVS2,62.6,53.0,4.72,4.77,2.97,1373.5265200706408
1.51,Good,F,SI2,62.9,55.0,7.22,7.28,4.56,8269.18263762469
1.04,Very Good,I,SI2,61.6,58.0,6.47,6.58,4.02,4345.955269994857
0.37,Ideal,I,SI1,60.7,60.0,4.6,4.62,2.8,820.3840019376894
0.37,Premium,F,VS2,60.5,59.0,4.62,4.67,2.81,718.5967608185401
0.64,Good,H,VS1,61.8,60.3,5.47,5.53,3.4,2491.546475725149
2.01,Very Good,I,SI1,60.8,60.0,8.12,8.15,4.95,14394.13756313689
1.29,Ideal,G,VS2,62.5,57.0,6.89,6.92,4.35,8705.77237080801
1.01,Very Good,G,VVS2,63.4,55.0,6.41,6.34,4.04,7164.151996834448
2.01,Premium,H,SI1,62.7,59.0,8.08,8.03,5.05,14620.07932160954
0.51,Very Good,J,SI1,63.3,56.0,5.12,5.02,3.21,1054.6804410015907
0.53,Very Good,E,VS2,63.5,59.0,5.17,5.13,3.27,1570.2632360293996
1.01,Very Good,G,VS2,63.0,56.0,6.35,6.41,4.02,5655.827141396503
0.31,Premium,E,VVS1,62.0,59.0,4.34,4.3,2.68,823.5739650697762
0.36,Ideal,G,VVS1,60.0,56.0,4.66,4.69,2.81,764.5378797106378
0.31,Premium,H,VS1,61.4,61.0,4.36,4.33,2.67,450.8376280120756
0.77,Premium,G,VVS2,60.8,59.0,5.96,5.92,3.61,4447.978950562765
1.5,Premium,H,SI1,61.0,60.0,7.33,7.27,4.45,9380.578389534861
0.45,Very Good,E,SI2,63.2,54.0,4.94,4.82,3.09,427.6712208601548
0.57,Ideal,F,SI2,62.2,53.0,5.34,5.4,3.34,1502.8346219817422
1.01,Good,I,SI2,61.8,62.0,6.28,6.35,3.9,4188.531571047648
0.71,Fair,G,SI2,65.6,61.0,5.46,5.37,3.55,2062.4776390720976
0.72,Ideal,H,SI2,61.8,55.0,5.79,5.76,3.57,2282.4358443580795
0.55,Ideal,H,IF,61.9,56.0,5.26,5.34,3.26,3124.5547245201897
1.01,Good,F,SI1,63.5,59.0,6.3,6.39,4.03,4932.3228124074985
0.32,Premium,H,VS1,61.6,59.0,4.37,4.39,2.7,577.3473681320866
0.94,Premium,E,SI2,62.4,58.0,6.33,6.26,3.93,3543.1057113865
1.13,Ideal,F,VS1,60.9,57.0,6.73,6.76,4.11,7322.6910406814195
0.6,Good,E,VS1,58.1,63.0,5.53,5.63,3.24,1803.9638035443918
1.01,Ideal,D,SI1,61.2,57.0,6.44,6.47,3.95,4998.800084264406
0.52,Very Good,I,VVS2,61.9,56.0,5.16,5.18,3.2,2058.648331217822
0.3,Ideal,H,IF,62.2,54.0,4.34,4.37,2.71,548.1154876900368
0.42,Premium,G,SI1,61.7,58.0,4.8,4.76,2.95,813.7612088076294
0.33,Ideal,G,IF,61.7,55.0,4.45,4.47,2.75,891.1775763699984
0.33,Premium,H,IF,61.7,59.0,4.45,4.43,2.74,939.7400900724324
0.52,Premium,G,VVS2,61.2,59.0,5.14,5.16,3.15,2239.2133777890117
1.07,Ideal,G,IF,61.5,57.0,6.59,6.54,4.04,9554.763465959772
0.43,Premium,G,VVS1,60.9,58.0,4.88,4.91,2.98,1316.154100316282
0.51,Ideal,E,VS1,60.9,56.0,5.16,5.22,3.16,1801.532041920775
0.3,Premium,H,VVS2,61.0,61.0,4.32,4.3,2.63,502.79924637818795
0.31,Ideal,E,VS1,61.8,56.0,4.33,4.34,2.68,687.1020766476631
0.4,Ideal,I,VS1,61.2,56.0,4.76,4.82,2.93,1074.0788208902045
0.7,Premium,D,SI1,58.8,59.0,5.86,5.84,3.44,1969.2903915328345
1.2,Ideal,J,SI2,62.5,57.0,6.8,6.74,4.23,5931.760134589385
0.33,Premium,H,VS1,61.5,58.0,4.39,4.46,2.72,683.0508496401499
0.74,Good,H,VS2,57.5,57.0,5.94,6.01,3.44,2656.439857273972
0.42,Ideal,F,VVS1,62.0,55.0,4.8,4.84,2.99,1468.5131508709778
0.41,Ideal,G,VS1,61.6,57.0,4.77,4.74,2.93,1185.1192175992624
0.39,Ideal,F,VS1,62.3,57.0,4.65,4.69,2.91,1158.9465261920277
1.5,Very Good,H,SI1,62.9,57.0,7.24,7.28,4.57,9510.169852544786
0.33,Ideal,E,VS2,61.5,55.0,4.47,4.5,2.76,666.6970566127311
1.0,Ideal,G,SI2,62.8,57.0,6.37,6.31,3.98,4427.336375022537
1.23,Premium,G,VS2,61.6,58.0,6.91,6.85,4.24,7664.654387289656
0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,4130.0407336293465
0.5,Premium,G,SI1,62.2,60.0,5.07,5.03,3.14,1228.8911266534833
0.36,Ideal,E,VVS2,61.9,55.0,4.57,4.61,2.84,1059.6078932458736
0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,922.6528091977602
0.72,Ideal,E,SI2,62.3,54.0,5.75,5.78,3.59,2406.8116226088873
1.24,Ideal,H,SI2,59.5,61.0,6.98,7.03,4.17,6058.68803146312
0.43,Premium,F,VVS1,60.3,58.0,4.88,4.91,2.95,1316.154100316282
0.9,Premium,I,VS2,61.8,59.0,6.15,6.21,3.82,4758.868845455947
1.11,Premium,D,I1,61.9,58.0,6.63,6.66,4.11,3679.507290083369
0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,1583.3728794859817
1.05,Very Good,E,SI1,62.2,56.0,6.49,6.56,4.06,5139.837380615454
0.4,Ideal,D,VVS2,61.3,56.0,4.78,4.75,2.92,1238.2020011533323
0.31,Ideal,F,VS2,62.3,57.0,4.34,4.3,2.69,659.605111967976
0.43,Ideal,F,IF,62.0,56.0,4.87,4.84,3.01,2016.4709182901897
0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,2008.89857757839
0.65,Premium,D,VVS2,59.9,58.0,5.69,5.63,3.39,3116.5805829730443
0.71,Good,I,VVS2,63.6,57.0,5.69,5.66,3.61,3801.9103410445277
0.31,Good,F,VS2,63.9,56.0,4.29,4.32,2.75,580.6456223612674
0.51,Very Good,E,VS2,61.3,60.0,5.11,5.16,3.15,1426.4307323303829
0.6,Ideal,H,SI2,61.7,54.0,5.44,5.48,3.37,1633.7893717351308
0.52,Ideal,G,SI1,62.6,56.0,5.16,5.13,3.22,1432.838161611996
1.54,Ideal,J,VS2,61.9,57.0,7.39,7.5,4.6,11070.263983897632
0.3,Ideal,E,VVS2,61.7,55.0,4.31,4.28,2.65,661.0279540583138
0.7,Very Good,E,VS2,61.2,59.0,5.69,5.72,3.49,2809.068386179121
0.9,Ideal,E,VS2,62.1,57.0,6.15,6.18,3.83,4940.497524442546
1.01,Very Good,D,SI1,62.9,59.0,6.39,6.43,4.03,4825.394631080326
1.56,Ideal,F,SI1,61.2,57.0,7.52,7.48,4.59,9889.902861355406
0.31,Ideal,F,SI1,62.3,56.0,4.32,4.35,2.7,720.1173962954954
0.39,Ideal,G,SI1,61.4,55.0,4.7,4.74,2.9,846.6148168698815
1.03,Premium,D,SI2,62.5,54.0,6.5,6.42,4.04,4271.8354532756775
0.7,Ideal,E,VS2,61.4,57.0,5.76,5.8,3.55,3031.6219770767793
1.05,Premium,I,I1,61.8,56.0,6.53,6.48,4.02,3169.125309120766
0.53,Ideal,F,VS2,61.3,55.0,5.22,5.25,3.21,1836.5407548088265
1.0,Premium,F,VS2,60.7,58.0,6.45,6.36,3.89,5491.242057355293
0.53,Premium,H,SI1,59.4,60.0,5.26,5.24,3.12,1157.0991823123095
1.0,Good,H,SI2,63.9,55.0,6.41,6.34,4.07,3683.368449760674
2.02,Ideal,H,SI2,62.7,57.0,8.05,8.0,5.03,13336.974008410358
1.08,Very Good,G,SI2,63.2,57.0,6.54,6.5,4.12,4614.563389185207
0.77,Ideal,F,SI1,61.5,56.0,5.89,5.95,3.64,3074.072482117538
0.33,Premium,H,VS2,60.4,60.0,4.52,4.48,2.72,377.9603401557529
0.41,Ideal,F,VS2,60.0,56.0,4.82,4.88,2.91,1033.2511322293049
0.3,Ideal,F,VS2,62.1,55.0,4.26,4.31,2.66,692.3749371313975
1.01,Good,E,SI2,61.4,64.0,6.29,6.42,3.9,4192.794067874318
0.74,Premium,E,VS2,62.7,58.0,5.77,5.72,3.6,3366.2502847741007
0.55,Very Good,E,SI1,64.2,55.0,5.18,5.2,3.33,1516.5226079685895
0.51,Ideal,E,VS1,62.0,57.0,5.11,5.15,3.18,1903.3534287789546
1.0,Very Good,G,VVS2,62.3,58.0,6.39,6.45,4.0,7056.382388850793
0.55,Very Good,E,VVS2,60.8,55.0,5.26,5.33,3.22,2323.9674533066077
2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,15980.784424962141
0.32,Ideal,E,VS2,60.2,57.0,4.51,4.46,2.7,445.49008697490535
0.31,Premium,D,SI1,62.1,58.0,4.33,4.3,2.68,510.67258191332667
0.34,Premium,F,VS2,60.7,60.0,4.5,4.46,2.72,554.5626690181884
0.32,Ideal,G,VS1,61.9,55.0,4.43,4.39,2.73,615.3059582523115
0.7,Very Good,I,SI2,58.8,60.0,5.8,5.83,3.42,1604.1831379117712
0.31,Premium,E,VS1,61.9,58.0,4.31,4.32,2.67,559.2887334749507
0.73,Premium,F,SI2,59.5,62.0,5.89,5.84,3.49,1945.2630934842605
1.3,Premium,F,VS1,62.5,58.0,6.97,6.94,4.35,9057.73621987016
0.32,Ideal,G,IF,62.9,55.0,4.41,4.37,2.76,912.7124463412579
2.01,Ideal,H,VS2,63.0,55.0,8.03,7.97,5.04,16117.626033964087
0.5,Ideal,H,SI1,61.9,56.0,5.08,5.13,3.16,1398.6311548438448
0.52,Very Good,G,SI1,63.3,57.0,5.11,5.08,3.22,1254.9000520913628
0.73,Ideal,G,SI1,62.1,54.0,5.81,5.76,3.59,2670.065726688549
1.0,Premium,H,VS2,59.7,59.0,6.57,6.52,3.91,5246.512747937035
0.53,Ideal,G,VS1,61.5,57.0,5.26,5.21,3.22,1864.8974381487767
0.34,Ideal,E,SI1,62.9,56.0,4.48,4.45,2.81,692.018334064107
0.54,Ideal,H,SI1,61.0,56.0,5.24,5.28,3.21,1535.0350134283985
0.73,Premium,D,VS2,60.9,59.0,5.82,5.77,3.53,3128.025272110289
0.5,Ideal,J,VS2,62.5,53.0,5.09,5.12,3.19,1697.0107656302125
0.33,Very Good,G,SI1,63.2,57.0,4.44,4.39,2.79,336.52389513645176
2.09,Good,I,SI1,57.9,63.0,8.37,8.46,4.87,14734.168675441371
0.55,Ideal,E,VS1,61.9,55.0,5.3,5.24,3.25,2064.1499170562947
1.01,Ideal,E,VS2,61.3,57.0,6.49,6.46,3.97,5730.190905622864
1.26,Ideal,G,VVS1,62.1,57.0,7.01,6.91,4.32,11009.958058348799
0.5,Very Good,E,SI1,63.3,59.0,5.03,4.99,3.17,1179.8991382942604
0.4,Premium,F,VS2,62.1,58.0,4.71,4.76,2.94,940.2903283989854
0.61,Ideal,E,VS2,61.4,56.0,5.47,5.51,3.37,2407.6230635363618
0.41,Ideal,F,VVS2,61.7,57.0,4.8,4.73,2.94,1351.8507942061276
0.5,Ideal,G,VS2,61.6,55.0,5.11,5.14,3.16,1655.9289764292957
1.11,Premium,E,VS2,62.2,58.0,6.61,6.64,4.12,6658.597957386414
1.22,Ideal,F,VS2,62.6,56.0,6.8,6.78,4.25,7939.794862347434
0.33,Ideal,F,VS1,61.2,56.0,4.46,4.49,2.74,702.4130873499889
1.51,Good,H,SI1,62.2,61.0,7.25,7.32,4.53,9483.35858432476
0.71,Premium,F,SI1,60.4,58.0,5.8,5.83,3.51,2293.701577953154
0.23,Ideal,F,VVS2,60.3,57.0,3.99,4.03,2.42,482.97809993455786
0.6,Premium,E,SI2,62.0,59.0,5.41,5.37,3.34,1453.7561004618492
0.55,Good,I,VVS2,61.0,61.0,5.32,5.36,3.26,2054.7102939566194
0.91,Ideal,F,SI1,60.2,57.0,6.29,6.34,3.8,3989.2396696165183
1.2,Very Good,E,SI1,61.8,56.0,6.75,6.82,4.19,6574.496149994386
0.54,Ideal,H,SI2,61.2,56.0,5.27,5.24,3.21,1247.9557893361252
1.09,Good,F,SI1,61.0,64.0,6.58,6.63,4.03,5302.670727306424
0.49,Premium,H,SI2,59.9,59.0,5.17,5.12,3.08,630.0167702145245
0.35,Ideal,G,VVS1,61.7,55.0,4.54,4.57,2.81,952.5950081713991
1.28,Premium,G,VVS2,62.1,58.0,6.96,6.91,4.31,10420.041873914874
0.39,Ideal,I,IF,62.3,54.0,4.69,4.71,2.93,1515.5131701106886
1.02,Good,H,SI2,63.7,58.0,6.28,6.24,3.99,4263.545356000624
1.01,Good,E,SI2,63.7,58.0,6.32,6.36,4.04,4078.298369352589
1.0,Good,E,SI1,63.2,57.0,6.36,6.39,4.03,4603.378969650628
1.19,Premium,H,VS1,62.4,59.0,6.79,6.73,4.22,7869.230450074362
1.54,Premium,H,VS2,62.1,62.0,7.38,7.31,4.56,10899.928714128502
0.57,Ideal,G,VVS2,61.7,56.0,5.3,5.33,3.28,2828.2757192739946
0.91,Ideal,G,SI1,62.1,57.0,6.2,6.23,3.86,4220.03675534998
2.31,Premium,I,SI2,58.8,58.0,8.7,8.64,5.1,15235.62652579648
0.6,Very Good,G,SI1,63.5,59.9,5.28,5.3,3.36,1959.2070276272584
0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69,628.8768312494531
1.0,Premium,E,VS2,62.9,58.0,6.36,6.29,3.98,5676.99082165303
0.42,Ideal,E,VS2,62.1,56.0,4.8,4.77,2.97,1205.8902530704613
0.23,Ideal,G,IF,62.8,55.0,3.93,3.96,2.48,477.9925170807022
0.23,Good,D,VVS2,61.8,65.0,3.9,3.93,2.42,351.71314600774207
0.5,Ideal,G,SI1,61.7,57.0,5.06,5.08,3.13,1438.3359410356538
1.02,Good,H,SI2,58.6,64.0,6.32,6.26,3.68,4158.026346490815
0.7,Premium,D,VS1,61.2,60.0,5.69,5.71,3.49,3218.9880940206517
1.23,Very Good,G,SI2,60.8,59.0,6.88,6.97,4.21,5762.126058770138
0.3,Very Good,G,SI1,61.6,59.0,4.26,4.28,2.63,422.4583689058518
1.53,Very Good,H,SI1,63.4,55.0,7.3,7.34,4.64,9775.780504339991
0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77,770.2822425086374
0.57,Ideal,D,VS1,61.1,57.0,5.33,5.37,3.27,2296.3631386843654
0.42,Ideal,D,SI1,62.3,57.0,4.8,4.77,2.98,973.8913639063185
0.41,Ideal,G,SI1,62.2,56.0,4.77,4.75,2.96,916.5385139118639
2.01,Very Good,I,VS2,63.8,59.0,7.89,7.85,5.02,16040.17977461006
0.31,Ideal,G,VVS2,61.8,54.0,4.36,4.38,2.7,715.5066438634321
1.0,Fair,I,SI1,67.9,62.0,6.19,6.03,4.15,4814.734419706432
0.31,Ideal,E,SI1,61.1,55.0,4.36,4.41,2.68,622.5771985656793
0.76,Good,J,VS1,62.6,61.9,5.7,5.75,3.58,3713.392373286116
0.41,Good,E,SI2,63.5,55.0,4.69,4.73,2.99,381.7974043361828
1.12,Premium,G,SI1,59.8,58.0,6.79,6.76,4.05,5443.444461922568
1.08,Very Good,F,SI2,63.3,59.0,6.48,6.44,4.09,4758.699326894171
0.71,Ideal,I,VVS2,60.7,57.0,5.76,5.8,3.51,4066.2979308834542
0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,2467.3677031864736
0.9,Premium,J,VVS2,62.5,61.0,6.15,6.08,3.82,6109.203829475866
0.33,Good,F,VS2,63.2,56.0,4.39,4.41,2.78,647.7808031619335
2.45,Ideal,F,SI2,62.0,55.0,8.67,8.64,5.36,17312.403359722583
0.65,Ideal,G,VS1,60.6,60.0,5.58,5.61,3.39,2909.431586109245
1.0,Very Good,D,SI2,63.7,55.0,6.32,6.37,4.04,4170.530365192884
1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03,4837.420917709278
1.01,Ideal,F,SI2,60.8,55.0,6.52,6.48,3.95,4203.294814111347
0.8,Good,G,SI1,63.9,57.0,5.84,5.81,3.72,3125.2618842053926
0.42,Ideal,E,VS2,62.0,55.0,4.82,4.8,2.98,1165.2488203163539
0.44,Premium,F,SI2,62.8,60.0,4.86,4.82,3.04,745.0838122758178
0.76,Ideal,E,VS1,60.5,56.0,5.94,5.99,3.61,3722.3197477891754
0.3,Very Good,D,VS1,63.5,55.0,4.24,4.29,2.71,398.13526253706095
0.75,Premium,E,VS2,59.9,61.0,5.97,5.91,3.56,3090.512575979657
0.31,Ideal,F,VS2,61.6,56.0,4.39,4.35,2.69,556.9006389656874
1.47,Premium,I,SI2,61.6,59.0,7.29,7.32,4.5,8008.177276403796
1.12,Premium,I,VS1,59.6,58.0,6.82,6.77,4.05,6815.377994742965
0.3,Ideal,G,VS1,62.3,56.0,4.32,4.29,2.68,561.6972896284337
0.23,Very Good,H,IF,63.9,55.0,3.89,3.9,2.49,407.6553352968426
0.71,Very Good,H,SI1,63.1,56.0,5.62,5.69,3.57,2635.959501350338
1.01,Premium,G,SI2,61.1,58.0,6.39,6.37,3.9,4310.630027538836
0.26,Good,E,IF,59.6,61.0,4.13,4.16,2.47,457.51226835894266
1.23,Premium,G,VVS2,59.6,59.0,6.98,6.95,4.15,9579.842385245365
0.75,Very Good,E,SI1,63.4,57.0,5.77,5.75,3.65,2762.753486843223
1.11,Ideal,G,VS2,62.2,55.0,6.67,6.61,4.13,6714.339130089413
0.55,Very Good,J,VS2,62.9,54.0,5.23,5.29,3.31,1722.462512217785
0.91,Premium,G,VS1,62.2,58.0,6.22,6.12,3.85,5080.61284816698
1.02,Very Good,H,SI2,63.5,58.0,6.34,6.38,4.04,4371.5106584194245
2.2,Very Good,H,SI2,63.3,57.0,8.28,8.17,5.21,14611.050537289286
0.33,Ideal,E,SI1,59.6,57.0,4.49,4.53,2.69,555.2559116860361
0.3,Premium,D,SI1,62.5,59.0,4.26,4.22,2.65,550.85992964869
1.0,Fair,H,SI2,69.5,55.0,6.17,6.1,4.26,4045.5244979507675
1.0,Fair,G,SI2,68.3,54.0,6.21,6.12,4.2,3940.0054884409583
0.64,Ideal,D,VVS1,61.8,54.0,5.54,5.56,3.43,3424.689698826831
1.05,Very Good,E,SI2,62.2,59.0,6.44,6.51,4.03,4526.036369099062
1.53,Premium,H,VS2,62.7,56.0,7.39,7.31,4.61,10743.42692341971
0.42,Ideal,E,VS2,60.9,57.0,4.85,4.87,2.96,1105.3875623022182
0.59,Very Good,G,SI1,59.3,58.0,5.45,5.51,3.25,1382.4245946278716
0.42,Very Good,I,SI1,61.2,60.0,4.78,4.82,2.94,747.727715939348
1.01,Good,I,SI2,62.6,59.0,6.24,6.35,3.94,4303.478964927956
0.34,Ideal,E,VS1,62.1,56.0,4.48,4.5,2.79,801.4868502533554
0.3,Premium,E,VS2,60.7,59.0,4.3,4.33,2.62,426.3808975089223
0.31,Ideal,H,VVS1,62.2,56.0,4.34,4.37,2.71,811.928277496839
0.74,Ideal,G,VS2,61.3,55.0,5.82,5.89,3.59,3451.779837460545
1.0,Premium,F,SI2,60.2,62.0,6.53,6.45,3.91,3819.1577874490295
0.91,Very Good,H,SI1,62.7,56.0,6.14,6.18,3.86,4073.2826797666276
0.4,Ideal,H,IF,61.9,55.0,4.76,4.77,2.95,1610.613428479542
0.6,Very Good,D,VS2,63.1,54.0,5.41,5.33,3.39,2024.1641174618253
0.82,Ideal,E,SI2,62.6,55.0,5.94,5.98,3.73,3223.794335289628
1.0,Premium,E,VS1,61.4,58.0,6.44,6.42,3.95,5907.835882562793
0.3,Very Good,G,VVS1,63.4,56.0,4.31,4.27,2.72,615.5199861918652
0.72,Premium,E,SI1,59.5,59.0,5.87,5.83,3.48,2217.2529795253913
0.72,Premium,J,SI1,62.0,58.0,5.74,5.77,3.57,2595.4494826907194
1.0,Ideal,I,SI1,59.8,57.0,6.44,6.5,3.87,4870.5584141408635
1.57,Very Good,H,VS1,62.8,60.0,7.36,7.44,4.65,11917.384054873437
0.32,Ideal,D,VS2,61.9,55.0,4.44,4.41,2.74,590.1570620717266
0.71,Ideal,F,SI2,61.4,55.0,5.76,5.78,3.54,2251.2048751480893
0.31,Very Good,H,VS1,61.4,61.0,4.33,4.36,2.67,350.4602620560054
0.7,Ideal,H,SI2,62.1,55.0,5.69,5.72,3.54,2297.207762336408
1.29,Very Good,J,SI2,63.5,57.0,6.89,6.87,4.37,6447.466682391895
0.32,Ideal,F,VS2,62.3,56.0,4.4,4.37,2.73,672.3206404735583
0.32,Premium,G,VS1,62.8,59.0,4.37,4.33,2.73,570.7176495273925
1.21,Very Good,G,SI2,62.8,60.0,6.7,6.77,4.23,5931.3656895450895
1.01,Premium,F,VS2,60.4,59.0,6.52,6.46,3.92,5484.297404154038
0.3,Premium,E,VS2,59.2,59.0,4.37,4.41,2.6,652.8132558144957
0.83,Ideal,H,SI2,62.3,54.0,6.04,6.07,3.77,3105.7234792468257
0.34,Ideal,G,VS2,62.1,55.0,4.46,4.49,2.78,822.7584908747099
0.89,Very Good,I,VS2,63.1,55.0,6.09,6.17,3.87,4564.524637963765
0.31,Ideal,F,VVS2,61.7,55.0,4.33,4.36,2.68,781.2091749657066
1.53,Premium,J,VS1,60.1,59.0,7.51,7.47,4.5,11194.291665969235
0.7,Premium,F,VS2,59.4,61.0,5.83,5.79,3.45,2701.3631149720754
0.81,Ideal,I,VS2,62.4,54.8,5.98,6.01,3.75,4070.0078756966354
0.9,Premium,J,SI1,62.8,59.0,6.13,6.03,3.82,4050.2347282846013
1.24,Very Good,J,SI2,63.3,60.0,6.83,6.75,4.29,5928.9679720357535
0.72,Premium,H,SI1,62.7,59.0,5.73,5.69,3.58,2590.372265935598
0.35,Premium,H,SI2,62.0,58.0,4.47,4.5,2.78,573.1376617643464
1.07,Ideal,J,VS2,61.6,56.0,6.59,6.55,4.04,6337.464841140607
1.19,Very Good,H,SI1,60.8,59.0,6.84,6.87,4.17,6174.663487108431
1.0,Very Good,D,SI2,63.5,59.0,6.35,6.32,4.02,4060.748858856407
0.43,Premium,F,SI1,61.3,60.0,4.86,4.83,2.97,800.225238672996
0.57,Ideal,H,VS1,61.0,57.0,5.37,5.34,3.26,2205.4034325310936
0.8,Ideal,I,VS1,61.9,54.1,5.92,5.98,3.69,4332.202151026049
0.36,Premium,F,SI1,60.2,58.0,4.6,4.63,2.78,527.4795203789085
0.9,Premium,F,SI2,60.5,57.0,6.23,6.2,3.76,3294.709447012888
1.0,Good,F,SI2,63.4,60.0,6.28,6.33,4.0,4052.2332876864266
1.5,Premium,H,SI2,62.1,59.0,7.28,7.24,4.51,8379.81028436404
1.03,Good,E,VS1,63.3,59.0,6.4,6.45,4.07,6085.317567606986
0.55,Premium,G,VS2,59.6,59.0,5.36,5.32,3.18,1633.9770662707697
0.96,Ideal,F,I1,60.7,55.0,6.41,6.37,3.88,3042.0805530168236
0.4,Ideal,E,VVS2,61.6,56.0,4.73,4.78,2.93,1351.8434239650346
1.07,Ideal,G,SI1,60.2,57.0,6.7,6.59,4.0,5093.444912732904
0.39,Very Good,E,VS2,60.0,56.0,4.76,4.81,2.87,519.1155674081492
0.32,Very Good,G,SI2,62.4,59.0,4.35,4.4,2.73,633.0399466284886
0.33,Premium,H,VS1,62.1,59.0,4.43,4.46,2.76,595.4060027892251
0.8,Ideal,F,SI1,62.4,57.0,5.9,5.87,3.67,3432.1461148874337
1.18,Very Good,H,SI1,60.1,59.0,6.83,6.88,4.11,6068.540538249066
1.1,Ideal,G,VS1,62.0,58.0,6.59,6.64,4.1,7190.814867766128
2.11,Ideal,J,VS1,61.8,56.2,8.2,8.23,5.07,18159.71188107363
1.07,Very Good,G,SI2,62.9,59.0,6.51,6.58,4.12,4611.6175730867135
0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,682.0588942783102
0.32,Ideal,D,SI2,59.5,57.0,4.47,4.5,2.67,406.9156674379501
0.9,Premium,F,SI2,62.3,57.0,6.18,6.15,3.84,3414.8227284370278
1.22,Premium,G,SI1,61.2,60.0,6.82,6.75,4.15,6763.756095106103
1.02,Premium,H,SI1,59.2,58.0,6.6,6.57,3.9,4531.424245004495
1.0,Premium,I,VS2,61.6,59.0,6.47,6.39,3.96,5450.600624601187
1.35,Good,I,SI2,57.9,60.0,7.33,7.29,4.23,5927.873112787545
0.33,Premium,E,SI1,59.6,60.0,4.51,4.48,2.68,314.62706336658994
1.1,Premium,H,SI1,63.0,58.0,6.6,6.55,4.14,5657.076045396936
0.23,Very Good,F,VVS2,59.6,57.0,3.98,4.0,2.38,419.78698754244573
1.2,Ideal,E,SI2,62.5,55.0,6.77,6.84,4.25,6065.112601852113
1.01,Ideal,F,VS1,62.5,54.0,6.46,6.43,4.03,6176.335505862773
1.2,Very Good,H,SI2,62.1,59.0,6.75,6.8,4.21,5674.954124759732
0.31,Premium,F,VS2,59.0,59.0,4.44,4.47,2.63,695.7981704408143
0.36,Ideal,E,VS1,61.4,56.0,4.59,4.63,2.83,858.4103781795789
1.21,Very Good,J,VS1,59.3,57.0,6.98,7.04,4.16,7601.327579716206
0.31,Good,D,SI2,63.6,54.0,4.34,4.31,2.75,648.3950735920159
2.02,Ideal,H,SI1,62.0,56.0,8.06,8.13,5.02,15025.211090744939
0.31,Ideal,H,SI2,61.3,55.0,4.35,4.38,2.67,568.3176438651608
0.71,Ideal,I,SI1,62.0,54.0,5.72,5.75,3.55,2662.5100975211258
2.08,Very Good,H,SI2,63.4,59.0,8.06,8.0,5.09,13640.681148593076
0.36,Ideal,F,SI1,60.1,56.0,4.67,4.62,2.79,460.25612524354165
0.27,Ideal,I,VS1,61.9,55.0,4.16,4.18,2.58,474.74849323938497
1.5,Very Good,F,VVS2,63.8,59.0,7.17,7.25,4.6,13347.805198476743
0.31,Ideal,I,VS2,61.6,57.0,4.36,4.4,2.7,622.0461743415317
1.22,Premium,J,SI2,62.2,60.0,6.89,6.77,4.25,5726.623170250115
2.01,Ideal,J,SI1,62.1,56.0,8.08,8.03,5.0,14775.67682037168
0.9,Ideal,F,VS2,60.5,54.0,6.22,6.17,3.75,4793.188410664871
1.21,Premium,E,SI2,61.9,60.0,6.78,6.73,4.18,5897.001835689242
0.9,Very Good,D,SI2,60.3,63.0,6.22,6.12,3.72,3071.3450553552025
1.55,Ideal,G,SI2,60.7,55.0,7.54,7.51,4.57,8608.67261074315
0.73,Premium,J,SI1,58.2,59.0,5.99,5.91,3.46,2021.1454621036341
0.31,Ideal,G,IF,61.8,54.0,4.36,4.38,2.7,693.0282032224873
0.2,Premium,E,VS2,61.1,59.0,3.81,3.78,2.32,414.52388418334067
